0.125,0,0,0,0.8,0.666666667,0,0,0.666666667,0,0,0.669291339,0,0.433782452,1,0,0.9993 
0,0,0.109756098,0,0.58,0.666666667,0,0,0,0,0,0.535433071,0,0.492934604,1,0,0.9993 
0.125,0,0,0,0.76,0.333333333,0,0,0,0,0,0.535433071,0,0.455471574,0.666666667,0,0.9993 
0,0,0,0,0.96,0,0,0,0,0,0,0.535433071,0,0.501478804,0.666666667,1,0.9991 
0.125,0,0,0,0.76,0.333333333,0,0,0.666666667,0,0,0.42519685,0,0.407492606,1,0,0.9989 
0,0,0.109756098,0,0.78,0.333333333,0,0,0,0,0,0.535433071,0,0.486362143,1,0,0.9986 
0.979166667,0,0,0,0,0,0.2,0,0,0,0,0.267716535,0,0.512651988,1,0,0.9984 
0.9375,0,0,0,0,0,0.2,0,0,0,0,0.401574803,0,0.516266842,1,0,0.9982 
0,0,0.048780488,0,0.76,0.333333333,0,0,0,0,0,0.535433071,0,0.460072297,1,0,0.9982 
0.291666667,0,0,0,0.6,0.666666667,0,0,1,0,0,0.803149606,0,0.387446599,0.666666667,0,0.9981 
0.291666667,0,0,0,0.6,0.666666667,0,0,0,0,0,0.669291339,0,0.483075912,0.666666667,0,0.9980 
0,0,0.048780488,0,0.8,1,0,0,0,0,0,0.708661417,0,0.476503451,1,0,0.9978 
0.895833333,0,0,0,0,1,0,0,0,0,0,0.708661417,0,0.476503451,1,0,0.9976 
0.895833333,0,0,0,0,0.333333333,0,0,0,0,0,0.472440945,0,0.469930989,1,0,0.9974 
0,0,0.06097561,0,0.8,0,0,0,0,0,0,0.535433071,0,0.512651988,0.666666667,1,0.9974 
0.125,0,0,0.975,0,0.333333333,0,0,0.666666667,0,0,0.42519685,0,0.414065067,1,0,0.9971 
0.9375,0,0,0,0,0.333333333,0,0,0.666666667,0,0,0.42519685,0,0.414065067,1,0,0.9969 
0.145833333,0,0,0,0.8,0.666666667,0,0,0,0,0,0.669291339,0,0.476503451,1,0,0.9966 
0,0,0.109756098,0,0.58,0.333333333,0,0,0,0,0,0.669291339,0,0.499507065,0.666666667,0,0.9961 
0.291666667,0,0,0,0.64,0,0,0,0,0,0,0.401574803,0,0.48176142,0.666666667,1,0.9959 
0,0,0.12195122,0,0.52,0.666666667,0,0,0.666666667,0,0,0.866141732,0,0.437068682,0.666666667,0,0.9959 
0,0,0.109756098,0,0.6,0.666666667,0,0,0,0,0,0.535433071,0,0.499507065,1,0,0.9952 
0,0,0.06097561,0,0.82,0.666666667,0,0,0.666666667,0,0,0.708661417,0,0.42720999,1,0,0.9950 
0,0,0.390243902,0,0,1,0,0,0,0,0,0.708661417,0,0.492934604,1,0,0.9944 
0,0,0.109756098,0,0.56,0.666666667,0,0,0.666666667,0,0,0.748031496,0,0.430496221,0.666666667,0,0.9944 
0,0,0.048780488,0,0.8,0.666666667,0,0,0,0,0,0.645669291,0,0.486362143,1,0,0.9943 
0,0,0.06097561,0,0.8,0.666666667,0,0,0,0,0,0.456692913,0,0.476503451,1,0,0.9942 
0.145833333,0,0,0,0.8,0.666666667,0,0,0,0,0,0.669291339,0,0.47321722,0.666666667,0,0.9941 
0.125,0,0,0,0.74,0.333333333,0,0,0.666666667,0,0,0.535433071,0,0.38120276,1,0,0.9919 
0,0,0,0,0.96,0.333333333,0,0,0,0,0,0.401574803,0,0.476503451,1,0,0.9917 
0,0,0.109756098,0,0.58,0.666666667,0,0,0.666666667,0,0,0.535433071,0,0.440354913,1,0,0.9911 
0.3125,0,0,0,0.6,0.333333333,0,0,0.666666667,0,0,0.535433071,0,0.430496221,1,0,0.9911 
0,0,0.93902439,0,0,0,0.6,0,0,0,0.904761905,0.905511811,0,0.52251068,0,0,0.9907 
0.291666667,0,0,0,0.64,0,0,0,0,0,0,0.401574803,0,0.48603352,0.666666667,1,0.9905 
0,0,0.134146341,0,0.64,0,0,0,0,0,0,0.267716535,0,0.501478804,1,1,0.9899 
0,0,0.951219512,0,0,0,0.2,0,0,0,0.714285714,0.669291339,0,0.525796911,0,0,0.9897 
0.979166667,0,0,0,0,0,0.2,0,0,0,0,0.401574803,0,0.522839303,1,0,0.9891 
0.104166667,0,0,0,0.8,0.333333333,0,0,0,0,0,0.511811024,0,0.460072297,1,0,0.9890 
0.104166667,0,0,0,0.8,0.666666667,0,0,0,0,0,0.724409449,0,0.466644758,1,0,0.9885 
0.3125,0,0,0,0.62,0,0,0,1,0,0,0.401574803,0,0.36937233,0.666666667,1,0.9880 
0,0,0.963414634,0,0,0,0.4,0,0,0,0.857142857,0.803149606,0,0.509037134,0,0,0.9880 
0.3125,0,0,0,0.62,0.666666667,0,0,0.666666667,0,0,0.472440945,0,0.420637529,0.666666667,0,0.9877 
